budget,revenue,popularity,country,vote_average,rtAllCriticsRating
6500000,11850214,24.0034,United Kingdom,7,7.1
35866397,20217080,3.75074,Switzerland,7,8.2
35866397,20217080,3.75074,Germany,7,8.2
35866397,20217080,3.75074,Spain,7,8.2
35866397,20217080,3.75074,France,7,8.2
35866397,20217080,3.75074,Italy,7,8.2
14000000,19777647,13.65494,France,7.4,8.2
14000000,19777647,13.65494,United States of America,7.4,8.2
58000000,41299492,7.739276,Germany,5.7,5.8
58000000,41299492,7.739276,United States of America,5.7,5.8
3600000,498e5,22.030517,United States of America,7.1,7.7
16000000,19682924,33.452469,United States of America,3.7,3.1
45000000,124914842,4.340616,United States of America,5.1,4.8
25000000,42972994,32.854557,United Kingdom,6.7,5.4
25000000,42972994,32.854557,United States of America,6.7,5.4
25000000,42972994,32.854557,France,6.7,5.4
4000000,4630045,4.59841,United States of America,5.5,2.9
35000000,321731527,36.172182,United States of America,6.4,5.6
140000000,285444603,24.855701,United States of America,6.3,5.9
19000000,68673228,24.47248,Japan,7.2,8.2
19000000,68673228,24.47248,United States of America,7.2,8.2
45000000,181e6,26.721386,United States of America,6.4,6.9
32000000,156167015,28.22119,United Kingdom,5.9,5.8
32000000,156167015,28.22119,United States of America,5.9,5.8
35000000,69307224,14.503568,Australia,5.2,3.1
35000000,69307224,14.503568,United States of America,5.2,3.1
4500000,744816,3.108881,United States of America,6.3,5.6
40000000,16872671,8.980846,Canada,5.7,4.5
40000000,16872671,8.980846,United States of America,5.7,4.5
80000000,145771527,55.659988,United States of America,7.1,7.3
35000000,63215872,9.789027,United States of America,6,4.8
35000000,22034832,6.246199,United States of America,5.2,4.4
26000000,14821658,11.942862,United States of America,6.9,7.4
64000000,101595121,12.421504,United States of America,5.3,3.2
8000000,100523181,14.793177,United States of America,7.5,7.7
7000000,161777836,30.465138,United Kingdom,6.4,5.9
110000000,383531464,48.93337,United Kingdom,6.4,6.8
110000000,383531464,48.93337,United States of America,6.4,6.8
12000000,12902790,0.700792,United States of America,5.3,6.3
1350000,3897569,16.032594,United Kingdom,7.5,6.8
9000000,25e6,12.268143,United States of America,6.6,6.2
1530000,7267585,27.36562,Germany,7.2,7.7
2000000,925e4,23.962109,United Kingdom,7.3,8
2000000,925e4,23.962109,United States of America,7.3,8
80000000,68514844,16.715631,Germany,5.6,6
80000000,68514844,16.715631,United States of America,5.6,6
42000000,24127895,34.828241,France,7,6.2
42000000,24127895,34.828241,United States of America,7,6.2
42000000,24127895,34.828241,Germany,7,6.2
25000000,13411957,8.127728,Germany,7,6
25000000,13411957,8.127728,United States of America,7,6
4000000,146402,3.663108,Spain,7.1,7
4000000,146402,3.663108,France,7.1,7
4000000,146402,3.663108,Italy,7.1,7
7000000,1246141,2.550045,Canada,4.5,3.9
7000000,1246141,2.550045,United States of America,4.5,3.9
80000000,136159423,17.455024,United States of America,5,4.6
4000000,119723856,45.66662,Japan,7.3,8.4
4000000,119723856,45.66662,United States of America,7.3,8.4
20000000,27728118,2.027393,United States of America,7.4,6.7
40000000,244931766,37.073127,United Kingdom,7,6.4
40000000,244931766,37.073127,United States of America,7,6.4
45000000,4607608,5.361699,United States of America,6.4,4.8
1000000,9e6,1.444258,United States of America,5.5,5.4
250000,4186931,1.45917,United States of America,6.3,7.3
50000000,10541523,3.314004,United States of America,5.9,5.3
400000,1e8,33.142185,Australia,6.6,7.7
2000000,24600832,37.117362,Australia,7.3,8.3
12305523,36230219,36.582038,Australia,5.9,6.3
75000000,532680671,48.110909,United States of America,6.6,6
150000000,603900354,44.141021,United States of America,6.2,5.9
5000000,5476060,4.149628,United States of America,6.3,6.3
40000000,84601681,19.574774,United Kingdom,6,4
40000000,84601681,19.574774,United States of America,6,4
6000000,57231524,5.882208,United States of America,6,4.5
37000000,48451803,30.993736,United States of America,7.5,7.5
55000000,154906693,19.738215,United States of America,5.6,5.1
3800000,14873,3.490215,United States of America,6.2,7.3
11000000,49797148,7.559192,United States of America,6.6,6.6
34000000,48169908,19.822791,United States of America,7.2,7.4
6000000,2122561,16.139771,United States of America,6.8,5.4
52000000,609841637,30.780599,Germany,6.4,5.5
52000000,609841637,30.780599,United Kingdom,6.4,5.5
52000000,609841637,30.780599,United States of America,6.4,5.5
20000000,41237648,11.203335,United States of America,5.8,4.4
70000000,130293714,45.299089,United Kingdom,7.3,5.2
70000000,130293714,45.299089,United States of America,7.3,5.2
82000000,47434430,24.444186,United States of America,6.9,6.2
14200000,674918,7.05145,Denmark,6.9,5.6
14200000,674918,7.05145,France,6.9,5.6
14200000,674918,7.05145,Germany,6.9,5.6
14200000,674918,7.05145,Italy,6.9,5.6
14200000,674918,7.05145,Netherlands,6.9,5.6
14200000,674918,7.05145,Sweden,6.9,5.6
14200000,674918,7.05145,United Kingdom,6.9,5.6
6000000,31081,19.331884,France,6,4.9
6000000,31081,19.331884,United States of America,6,4.9
12806000,38535221,17.363739,Spain,7.2,7.6
12806000,38535221,17.363739,France,7.2,7.6
12806000,38535221,17.363739,Italy,7.2,7.6
20000000,1675706,5.65327,United States of America,3.3,2.9
40000000,60474340,22.364549,France,6.5,6
40000000,60474340,22.364549,United States of America,6.5,6
40000000,60474340,22.364549,Japan,6.5,6
70000000,101371017,44.090535,United States of America,6.1,5.8
3000000,19184015,0.295226,United States of America,5,5
6000000,102272727,59.961523,United States of America,7.4,8.2
47000000,12379402,6.067212,United States of America,5.7,4.4
150000000,212011111,36.973031,United States of America,6.9,7.6
15000000,85306374,30.669913,Ireland,7.3,7.2
15000000,85306374,30.669913,Luxembourg,7.3,7.2
15000000,85306374,30.669913,Russia,7.3,7.2
15000000,85306374,30.669913,United Kingdom,7.3,7.2
15000000,85306374,30.669913,United States of America,7.3,7.2
20000000,43967255,14.136476,United States of America,6.8,6.4
12000000,17292381,1.081822,United States of America,5.4,4.2
35000000,85416905,25.903237,United States of America,5.2,3.7
35000000,85416905,25.903237,Canada,5.2,3.7
25000000,51702483,10.115011,United States of America,5.2,4.3
500000,150277,8.650779,United States of America,6.3,6.1
51000000,149270999,39.001682,United States of America,6.1,5.4
500000,603943,8.519202,United States of America,6.9,7.3
17000000,129042871,36.423717,United States of America,6.9,6.9
500000,3e6,17.002096,United States of America,7.2,8.9
60000000,50650079,18.676291,United States of America,5,4.1
90000000,142940100,36.069611,United States of America,6.9,5.6
80000000,516642939,32.829538,United States of America,6.1,5.2
55000000,330444045,29.97224,United States of America,6.6,6.9
30000000,84646831,10.608998,United States of America,3.7,1.9
9000000,39723096,60.715151,United States of America,8.1,8.1
85000000,162242962,16.595874,United States of America,7.3,5.4
40000000,14358033,7.222985,France,5.7,4.6
40000000,14358033,7.222985,United States of America,5.7,4.6
90000000,589390539,104.121555,United States of America,6.9,7.5
140000000,441818803,91.332849,United States of America,6,5.2
32000000,48814909,24.147269,United States of America,7,5.3
7500000,4245870,1.369528,Canada,4.5,5.6
3500000,279e5,3.418871,United States of America,7.2,7.4
80000000,118880016,10.81051,United States of America,5.8,5.2
92620000,650422,32.351527,Germany,8,8.9
25000000,92991835,18.961323,United States of America,6.5,7.6
28000000,169e5,8.314624,Ireland,6.7,6.8
28000000,169e5,8.314624,United Kingdom,6.7,6.8
3600000,44785053,21.119209,United States of America,7.4,8.3
35000000,25105255,5.525544,United States of America,6.3,6.2
30000000,38413606,12.821329,United States of America,7.2,7.7
20000000,54586584,30.909699,United States of America,7.1,8
30000000,216763646,70.456012,United States of America,7.7,8.3
27000000,21148829,17.193659,Finland,6.3,4.3
27000000,21148829,17.193659,Netherlands,6.3,4.3
27000000,21148829,17.193659,United Kingdom,6.3,4.3
27000000,21148829,17.193659,United States of America,6.3,4.3
102000000,358372926,65.948959,United States of America,7.1,8
28000000,64445708,7.534003,United States of America,7,7
45000000,9323833,11.387408,Italy,6.3,5.2
45000000,9323833,11.387408,United States of America,6.3,5.2
35000000,72436439,19.774543,Romania,6,3.9
35000000,72436439,19.774543,United States of America,6,3.9
45000000,212e6,32.624355,United States of America,6.1,5.1
5500000,5e6,5.033065,United Kingdom,5.9,5.6
5500000,5e6,5.033065,Norway,5.9,5.6
30000000,35078241,8.386432,United Kingdom,6.3,6.2
30000000,35078241,8.386432,United States of America,6.3,6.2
80000000,457696359,75.290998,United States of America,6.7,5.8
150000000,397850012,63.079003,China,6.5,6.6
150000000,397850012,63.079003,Germany,6.5,6.6
150000000,397850012,63.079003,United States of America,6.5,6.6
10000000,16153593,3.079862,United States of America,6.3,6
4500000,104e5,5.224593,United States of America,6.9,6.2
1,85e5,28.27648,United States of America,8.1,8.9
60000000,35431113,10.004564,United States of America,5.4,4
75000000,5409517,8.098369,United States of America,4.3,3.9
8000000,60378584,19.683187,United States of America,7,7.2
75000000,140175006,36.368839,United States of America,6.3,6.8
43000000,154749918,10.411996,United States of America,5.6,4.2
43000000,154749918,10.411996,Germany,5.6,4.2
4000000,44909486,14.042041,United States of America,6.5,7.4
115000000,562816256,106.815545,United States of America,7.5,7.9
400000,5028948,64.782984,United Kingdom,7.8,7.8
21000000,10011050,8.982335,United States of America,6.5,6.4
34000000,210308099,29.887404,France,5.9,5.7
34000000,210308099,29.887404,United Kingdom,5.9,5.7
34000000,210308099,29.887404,United States of America,5.9,5.7
18000000,122195920,16.470895,United States of America,5.4,4.4
30000000,51376861,11.916389,United States of America,3.8,2.5
52500000,179213434,57.374341,Australia,7.4,7
52500000,179213434,57.374341,United States of America,7.4,7
110000000,478207520,44.635452,United States of America,6.5,6
25000000,229736344,27.683874,United Kingdom,6.1,5.4
25000000,229736344,27.683874,France,6.1,5.4
25000000,229736344,27.683874,Germany,6.1,5.4
50000000,171269535,18.121404,United States of America,5.6,4
1500000,96e5,12.2624,United States of America,7.9,7.4
25000000,441286195,30.884535,United States of America,7,5.7
25000000,1007e4,7.946769,United States of America,5.3,3.8
90000000,304320254,67.427755,United States of America,7.6,7.5
70000000,130358911,29.035222,Canada,6.9,7.5
70000000,130358911,29.035222,United States of America,6.9,7.5
70000000,130358911,29.035222,France,6.9,7.5
24000000,16290976,6.589193,United States of America,5.8,6.2
300000,1750211,1.085909,United States of America,6.9,8.4
40000000,145896422,17.659032,United States of America,6.2,6
30000000,58405313,11.120167,United States of America,5.8,5
860000,2451545,3.703005,United Kingdom,6.6,8.1
20000000,36620508,17.145287,United States of America,5.4,3.5
38000000,299288605,15.401855,United States of America,6.3,6.5
5000000,368744044,18.115566,Canada,6.2,6.7
5000000,368744044,18.115566,United States of America,6.2,6.7
15000000,100734718,13.706357,United States of America,5.3,5.7
10000000,21786738,10.733761,China,6,5.4
10000000,21786738,10.733761,France,6,5.4
10000000,21786738,10.733761,Hong Kong,6,5.4
11000000,64088552,19.231507,United States of America,7.3,6.9
17000000,72070731,20.786616,United States of America,7.4,8
1500000,173066,7.5591,United States of America,5.9,4.8
68000000,29762011,12.948627,United States of America,5.7,5.7
28000000,8888143,4.436792,Canada,6,4.9
28000000,8888143,4.436792,United States of America,6,4.9
25000000,156822020,31.242999,United States of America,7.6,7.8
32000000,80197993,14.642055,United States of America,5.6,5.1
25000000,122489822,24.356483,France,6.4,6.6
25000000,122489822,24.356483,United Kingdom,6.4,6.6
25000000,122489822,24.356483,United States of America,6.4,6.6
400000,46118097,23.603514,United States of America,6.7,6.3
6500000,12633747,8.526635,Canada,6.8,7.1
6500000,12633747,8.526635,United States of America,6.8,7.1
3800000,23689877,17.234745,United States of America,7.7,8.1
20000000,41627431,26.21425,United States of America,6.4,4.4
36000000,16e7,23.380757,Germany,5.8,5.9
36000000,16e7,23.380757,United Kingdom,5.8,5.9
36000000,16e7,23.380757,United States of America,5.8,5.9
14000000,18090181,14.730796,United States of America,6.4,6.6
11000000,59827328,9.337388,United States of America,6.4,3.9
1250000,85e5,9.903992,United States of America,6.7,6.2
9000000,32973937,20.452449,United States of America,6.4,6.5
110000000,574480841,48.780039,United States of America,6.3,5.3
110000000,574480841,48.780039,United Kingdom,6.3,5.3
114000,3e7,25.666029,United States of America,7.5,8.5
5000000,19905359,7.058868,United States of America,6.4,6.2
37000000,100076342,14.353279,United States of America,5.6,5.7
17000000,6735922,12.313143,United States of America,5.8,5.5
40000000,60462347,19.085403,Germany,6.2,4.3
40000000,60462347,19.085403,United States of America,6.2,4.3
44000000,13681765,3.770161,United States of America,7.1,6.7
25000000,1716e5,53.645267,United States of America,7.7,8.5
5000000,54418872,38.006982,United States of America,6.7,5.1
13200000,53830415,24.656068,United States of America,5.6,4
28000000,92601050,15.794946,Australia,6.1,5.2
28000000,92601050,15.794946,United States of America,6.1,5.2
35000000,25224242,12.779201,United States of America,6.8,6.7
16000000,66468332,23.423082,United States of America,5.5,4
15000000,49469904,12.576381,United Kingdom,6.9,7.5
42000000,363889678,28.969151,United Kingdom,7,7.1
42000000,363889678,28.969151,United States of America,7,7.1
6000000,2025238,4.148253,United States of America,6,4.6
84000000,123307945,17.783361,United States of America,4.7,4.4
26000000,71868327,39.742009,France,7.3,7.1
26000000,71868327,39.742009,United Kingdom,7.3,7.1
26000000,71868327,39.742009,United States of America,7.3,7.1
85000000,450717150,60.929352,United States of America,7.2,6.9
85000000,311312624,42.069993,United States of America,6.5,6.4
110000000,362744280,76.840712,United States of America,6.4,5.9
27500000,1875e5,25.633663,United Kingdom,6.2,5.3
27500000,1875e5,25.633663,United States of America,6.2,5.3
10000000,12827813,18.366362,United States of America,7.4,6.8
24000000,87055349,24.70166,United States of America,6.6,5.6
10000000,37402877,8.305998,United Kingdom,7,7.7
50000000,49e6,9.114168,United States of America,4.5,2.3
6500000,81974493,25.289665,United Kingdom,6.5,6.6
6500000,81974493,25.289665,United States of America,6.5,6.6
910000,96e5,16.015599,United States of America,8,9
160000,20710513,19.052179,Ireland,7.3,8.3
29000000,98185582,27.555646,United States of America,6.2,6.3
3000000,108981275,127.525581,United States of America,8.2,8.8
20000000,13391174,3.476925,United States of America,6.1,4.3
6000000,3283371,5.411243,United States of America,6.9,2.8
22000000,68296293,19.068175,United States of America,7,6.8
85000000,197309027,26.61951,United States of America,6.1,5.4
130000,54667954,15.611857,United States of America,5.4,6.6
42000000,35402320,14.831402,France,5.8,3.4
42000000,35402320,14.831402,United States of America,5.8,3.4
75000000,13596911,10.54544,United States of America,5.9,5.5
24000000,14782676,4.12064,United States of America,5.8,2.9
31000000,128499205,13.864975,United States of America,7,6.2
48000000,77745568,16.000178,United States of America,6.5,7.9
50000000,189859560,30.397496,United States of America,6.3,5.6
7000000,7292175,2.627232,United States of America,5.6,5.6
80000000,343397247,36.32705,United States of America,6.3,6.8
20000000,31678778,7.902536,United States of America,6.2,4.7
48000000,196397415,53.043124,United States of America,6.5,6.9
20000000,16605763,9.149089,United States of America,5.8,3.4
13000000,4857367,10.573191,France,6.8,7
5000000,742898,4.129165,Netherlands,5.9,4.4
5000000,742898,4.129165,United States of America,5.9,4.4
4638783,11e6,4.495256,United States of America,7.2,7.2
50000000,202292902,35.537397,United States of America,7,4
45000000,178051587,19.637704,United States of America,6.3,6
12000000,898e5,21.933822,United States of America,7.3,8.2
26000000,183293131,31.250383,United States of America,5.2,4.6
40000000,55707411,24.313684,United States of America,7,5
90000000,161626121,17.457947,United States of America,6.7,5.8
60000000,96269812,29.018826,Canada,5.9,4.7
60000000,96269812,29.018826,United States of America,5.9,4.7
9000000,4350774,8.738737,United States of America,6,5.2
140000000,449220945,34.20669,United States of America,6.6,4.3
18000000,41382841,12.243887,United States of America,5.9,6.8
200000,145e5,38.771062,Italy,7.6,8.1
200000,145e5,38.771062,Germany,7.6,8.1
200000,145e5,38.771062,Spain,7.6,8.1
50000000,132180323,42.551902,Spain,7.1,6.2
50000000,132180323,42.551902,Germany,7.1,6.2
50000000,132180323,42.551902,France,7.1,6.2
11500000,57469467,20.747994,United States of America,6.4,5.2
65000000,143695338,31.974359,United States of America,6.2,4.6
3000000,7282851,5.003615,United States of America,6.3,3.9
32000000,152036382,15.039407,United States of America,6.2,5.9
26000000,206678440,44.301745,United States of America,7.6,6.5
13000000,97837138,38.018085,United States of America,6.7,6.6
60000,3221152,27.788067,United States of America,7.1,7.2
12000,6e6,4.553644,United States of America,6.2,6.6
2600000,843e5,46.007991,United States of America,6.9,9
300000000,961e6,139.082615,United States of America,6.9,5.4
200000000,1065659812,145.847379,Jamaica,7,6
200000000,1065659812,145.847379,United States of America,7,6
200000000,1065659812,145.847379,Bahamas,7,6
200000000,1065659812,145.847379,Dominica,7,6
140000000,655011224,271.972889,United States of America,7.5,7.1
23000000,53187659,18.493202,United States of America,6.7,5.6
100000000,362211740,51.188633,United States of America,5.6,7.4
6000000,138530565,49.802914,United Kingdom,7.5,7.8
6000000,138530565,49.802914,United States of America,7.5,7.8
24000000,8434146,5.566203,United States of America,5.7,4
55000000,346079773,47.845589,United States of America,6.7,6
2900000,5e6,3.370225,United States of America,7.3,5.8
14000000,27515786,3.650857,United States of America,6.9,4.6
105000000,133718711,33.507289,Germany,5.5,6
105000000,133718711,33.507289,United States of America,5.5,6
105000000,133718711,33.507289,China,5.5,6
4500000,146198896,15.002502,United States of America,6.5,4.6
10700000,1222e5,36.230204,United States of America,7,7.1
10500000,14144e3,11.225044,United States of America,4.5,3.6
4000000,125728258,12.891276,United States of America,6.1,4.5
4000000,125728258,12.891276,Canada,6.1,4.5
160000000,181674817,21.133748,United States of America,5.5,4.9
75000000,46683377,15.142701,United States of America,6.3,4.4
18000000,98235548,50.009408,United States of America,7.3,6.8
8000000,589304,8.717235,United States of America,6.7,6.4
20000000,84146832,22.049787,United States of America,5.8,3.8
14000000,463e6,45.473484,United States of America,7,5.7
28000000,121147947,36.58383,France,7.7,7.7
28000000,121147947,36.58383,United Kingdom,7.7,7.7
28000000,121147947,36.58383,United States of America,7.7,7.7
30000000,31148328,10.703602,United States of America,6.3,5.1
30000000,31148328,10.703602,Germany,6.3,5.1
60000000,78309131,28.350927,United States of America,5.4,7.2
7000,424760,23.307949,United States of America,6.9,6.5
12000000,1e8,49.070321,United States of America,6.5,6.2
806948,32e6,93.067866,United States of America,8.2,8.9
80000000,214104620,33.691694,United States of America,6.5,6.4
8000000,213928762,121.463076,United States of America,8.3,8.9
38000000,29907685,9.662715,United States of America,5,3.5
25000000,17e6,15.960916,United States of America,6.9,7.4
20500000,10089373,17.112498,Canada,5.6,4.2
20500000,10089373,17.112498,Germany,5.6,4.2
20500000,10089373,17.112498,United States of America,5.6,4.2
200000000,586090727,107.928811,United Kingdom,6.1,6.1
200000000,586090727,107.928811,United States of America,6.1,6.1
12000000,40855419,8.083995,United States of America,5.5,5.7
35000000,45479110,11.644243,Australia,5.4,3.9
35000000,45479110,11.644243,United States of America,5.4,3.9
40000000,38172500,16.059443,United States of America,6.9,5.3
13500000,7060876,7.261196,Germany,6.8,6.6
13500000,7060876,7.261196,United Kingdom,6.8,6.6
13500000,7060876,7.261196,United States of America,6.8,6.6
8250000,3e7,7.973109,United States of America,7,6.4
50000000,106303988,23.935053,United States of America,5.5,5.1
30000000,93772522,8.058109,United States of America,5.1,4.9
30000000,93772522,8.058109,South Africa,5.1,4.9
32000000,52277485,9.254647,United States of America,6.8,5
35000000,4651977,3.503408,United States of America,6.6,4.7
18000000,23e6,35.524457,United States of America,7.7,9
25000000,4128e5,49.510658,United States of America,7.6,7.6
15000000,14867514,10.9071,United States of America,6,3.7
12000000,37170057,7.558959,United States of America,5.9,4.4
50000000,49718611,13.298205,United States of America,5.9,4.6
800000,2816116,3.643662,United States of America,7.8,7.9
63000000,189015611,31.294717,United States of America,5.7,4.6
44000000,300400432,38.653969,United States of America,6.3,4.1
64000000,74608570,4.137237,United States of America,5.3,4
80000000,309492681,16.411345,United States of America,6.4,6.4
48000000,85498534,18.60049,Canada,6,4.9
48000000,85498534,18.60049,United States of America,6,4.9
150000000,623722818,65.677399,United States of America,7.5,8.4
40000000,124731534,21.743321,United States of America,7.2,7.3
24000000,12372410,3.113009,United States of America,4.7,4
1288000,6e6,18.426825,United States of America,7.7,8.7
10000000,44460850,5.699058,United States of America,6.6,5.9
4200000,38376497,11.743085,United States of America,6.4,4.8
78000000,209196298,10.083905,Germany,6.7,6.4
78000000,209196298,10.083905,United States of America,6.7,6.4
26000000,57891803,8.802626,United States of America,6.2,6.7
80000000,33463969,13.800656,Australia,5.4,3.7
80000000,33463969,13.800656,United States of America,5.4,3.7
3000000,9012e3,5.344815,United States of America,7.3,8.6
5000000,782102,3.792015,United States of America,6.2,5.3
60000000,43061982,27.615108,Ireland,6,5.2
60000000,43061982,27.615108,United Kingdom,6,5.2
60000000,43061982,27.615108,United States of America,6,5.2
20000000,22222308,20.82778,United States of America,7.1,6.3
42000000,32168970,11.470135,United States of America,5.4,4.2
30000000,136706683,25.996219,United States of America,7.4,6.3
18000000,1831348,9.244181,France,6.7,5.4
18000000,1831348,9.244181,United Kingdom,6.7,5.4
18000000,1831348,9.244181,Luxembourg,6.7,5.4
40000000,24332324,4.516953,Canada,5.9,4.4
40000000,24332324,4.516953,United States of America,5.9,4.4
27500000,24748670,12.741073,United States of America,6.2,5.4
10000000,20342161,4.207456,United States of America,5.6,5
40000000,31670620,10.433667,United States of America,6.7,5.8
1500000,23e5,11.35344,United States of America,6.7,7.9
4500000,7390108,11.573034,United States of America,7.9,7.4
10000000,7177143,17.078656,United States of America,6.9,7.5
1200000,14661007,66.925866,United States of America,8,8.9
33000000,102984862,40.715623,France,6.4,4.5
33000000,102984862,40.715623,Germany,6.4,4.5
33000000,102984862,40.715623,United Kingdom,6.4,4.5
33000000,102984862,40.715623,United States of America,6.4,4.5
45000000,129394835,29.880122,United Kingdom,6.1,3.9
45000000,129394835,29.880122,United States of America,6.1,3.9
45000000,129394835,29.880122,Germany,6.1,3.9
45000000,129394835,29.880122,France,6.1,3.9
45000000,129394835,29.880122,Canada,6.1,3.9
45000000,148412065,12.06538,Australia,6.1,4.3
45000000,148412065,12.06538,France,6.1,4.3
45000000,148412065,12.06538,Germany,6.1,4.3
45000000,148412065,12.06538,United Kingdom,6.1,4.3
45000000,148412065,12.06538,United States of America,6.1,4.3
24000000,36609995,5.771479,United States of America,6.1,6.1
20000000,109862682,15.341196,Australia,6.1,5.4
20000000,109862682,15.341196,Canada,6.1,5.4
20000000,109862682,15.341196,United States of America,6.1,5.4
25000000,11137801,5.650125,United Kingdom,6.7,5.7
25000000,11137801,5.650125,United States of America,6.7,5.7
11000000,2807854,9.705589,Fiji,5.1,1.9
35000000,75225693,20.360549,United Kingdom,6.7,6.7
35000000,75225693,20.360549,United States of America,6.7,6.7
38000000,635096,5.516207,United States of America,6.6,6.2
2600000,3166e3,0.895946,France,7.6,7.5
2600000,3166e3,0.895946,United States of America,7.6,7.5
48000000,35743308,7.226115,United States of America,6.5,5.2
60000000,73174566,18.380176,United States of America,5.9,4.1
15000000,30050028,6.216203,United States of America,6.3,5.2
80000000,181001478,49.078546,United States of America,7.3,7.5
16000000,119754278,14.759948,United States of America,5.9,5.9
28000000,31596911,10.703456,United Kingdom,6.5,6.3
28000000,31596911,10.703456,United States of America,6.5,6.3
48000000,390493908,28.803729,United States of America,6.6,5.2
120000000,242688965,66.757869,Canada,5.7,7.7
120000000,242688965,66.757869,United States of America,5.7,7.7
22000000,10696210,14.725467,United States of America,4.2,3.1
1000000,117235147,72.19808,United States of America,7.5,8.1
24000000,155721132,30.445257,United States of America,6.5,6.5
160000,6706368,3.284903,United States of America,7.4,8.8
28000000,92380927,24.917665,United States of America,6.4,6.5
11500000,3275585,4.850402,United Kingdom,5.7,4.5
11500000,3275585,4.850402,United States of America,5.7,4.5
25000000,91036760,19.750059,United States of America,6,4.9
55000000,41610884,32.657488,France,6.7,6.3
55000000,41610884,32.657488,United Kingdom,6.7,6.3
55000000,41610884,32.657488,United States of America,6.7,6.3
12000000,22921898,18.422008,United States of America,6.9,6.2
800000,1001437,0.59424,United States of America,5.6,7.8
10000000,33e6,14.905357,United Kingdom,6.2,5.5
70000000,309457509,20.230535,United States of America,5.7,5.3
17000000,95e5,19.311572,Germany,7,4.5
17000000,95e5,19.311572,United States of America,7,4.5
12000000,6754898,4.770195,United States of America,5.8,5
90000000,347325802,35.814765,United States of America,6.4,5.4
140000000,258022233,22.57178,United States of America,6.1,4.2
9000000,17096053,18.289303,United States of America,7.5,7.8
80000000,116643346,34.052253,United States of America,5.8,5.4
35000000,17508518,27.903999,United States of America,5.5,7.3
130000000,119269486,21.605568,Germany,5.7,5.2
130000000,119269486,21.605568,Spain,5.7,5.2
130000000,119269486,21.605568,United Kingdom,5.7,5.2
130000000,119269486,21.605568,United States of America,5.7,5.2
1000000,78e5,3.851,United States of America,6.2,7.4
70000000,481840909,76.041867,United States of America,7.9,8.2
22000000,19351569,12.887673,United States of America,5.4,3.3
1200000,103911669,63.655973,United States of America,7.2,5.4
4000000,152925093,42.187986,United States of America,6.3,4.6
10000000,163876815,33.124871,United States of America,6.1,4.2
10000000,139352633,29.244768,United States of America,5.9,3.7
10800000,113857533,32.943848,United States of America,5.9,2.9
25000000,65884703,70.105981,United States of America,8,7.5
45000000,141220678,35.376971,Canada,5.4,3.3
45000000,141220678,35.376971,United States of America,5.4,3.3
48000000,220673217,36.585509,United States of America,5.8,4.8
45000000,178262620,32.549282,United States of America,5.3,4.7
22000000,321365567,104.469351,United States of America,8.3,8.8
20000000,17807569,8.244324,United States of America,5.6,4.6
84000000,275650703,31.435539,United States of America,5.4,4.4
4000000,31584901,17.229537,United Kingdom,6.4,5.4
14000000,173046663,45.99611,United States of America,7,7
24000000,172363301,35.244037,United States of America,6.1,6.8
40000000,161834276,24.992057,United States of America,5.7,5.2
19000000,110879513,11.47316,United States of America,6.7,7
40000000,92913171,32.908414,United States of America,6.4,5.5
4000000,9304609,19.107285,United States of America,6.7,6.7
12000000,24829644,12.653831,Romania,4.9,4.4
12000000,24829644,12.653831,United States of America,4.9,4.4
20000000,6e7,6.92592,United States of America,7,6
16500000,135e6,20.898711,United Kingdom,7.2,7.9
16500000,135e6,20.898711,United States of America,7.2,7.9
28000000,77516304,14.530803,United States of America,6.6,5.7
39000000,38869464,45.388937,United States of America,7.4,7.1
13000000,7820688,6.170139,United States of America,6.4,5.8
29000000,16930185,8.93941,Germany,5,3
29000000,16930185,8.93941,United States of America,5,3
1500000,373967,11.064228,United States of America,6.2,6.2
9000000,41590886,6.717994,United States of America,6.9,6
55000000,168167691,41.472404,United States of America,7.5,4.6
70000000,131457682,16.92991,United States of America,7,6.3
19000000,18755936,17.952817,United States of America,6,5.3
45000000,2154540,3.848893,United States of America,4,3
8000000,8279017,5.93923,United States of America,6.6,7
46000000,107196498,19.643365,Germany,5.5,7.4
46000000,107196498,19.643365,United States of America,5.5,7.4
25000000,289317794,31.792964,United States of America,6.8,8.1
40000000,141069860,29.854773,United States of America,5.7,5.4
50000000,88323487,16.251204,Hong Kong,6,6
50000000,88323487,16.251204,United States of America,6,6
55000000,56932305,25.400935,Hong Kong,6.2,6.6
55000000,56932305,25.400935,United States of America,6.2,6.6
75000000,367275019,47.094369,United States of America,5.8,5.2
6000000,2944752,6.27257,Canada,6.6,7.7
6000000,2944752,6.27257,United States of America,6.6,7.7
4000000,30039392,49.12486,United Kingdom,7.5,7.7
4000000,30039392,49.12486,United States of America,7.5,7.7
4000000,30039392,49.12486,France,7.5,7.7
1600000,54e5,8.535178,United States of America,7.1,8.3
10000000,103166989,8.9876,United States of America,5.7,4.9
3500000,9482579,8.406025,United States of America,5.7,5.8
61000000,95696996,37.378081,United States of America,6.9,5.6
3000000,302204,1.204941,United Kingdom,7,5.8
10284523,11588205,4.820166,United States of America,5.7,6.3
2000000,5179037,14.846001,United States of America,6.3,6.4
2300000,11e6,1.606314,United States of America,6.9,9.4
8000000,2275557,8.403859,United States of America,5.7,4.3
45000000,20350754,14.513305,France,4.9,2.9
45000000,20350754,14.513305,United States of America,4.9,2.9
