budget,revenue,company
25000000,289317794,Universal Pictures
25000000,289317794,Bedford Falls Productions
40000000,141069860,Twentieth Century Fox Film Corporation
50000000,88323487,Spyglass Entertainment
50000000,88323487,Touchstone Pictures
50000000,88323487,Birnbaum / Barber Productions
50000000,88323487,Jackie Chan Films Limited
50000000,88323487,All Knight Productions
55000000,56932305,Spyglass Entertainment
55000000,56932305,Roger Birnbaum Productions
55000000,56932305,Touchstone Pictures
75000000,367275019,DreamWorks SKG
75000000,367275019,Pacific Data Images (PDI)
75000000,367275019,DreamWorks Animation
6000000,2944752,Lions Gate Films
6000000,2944752,Cruise/Wagner Productions
6000000,2944752,Baumgarten Merims Productions
4000000,30039392,Universal Pictures
4000000,30039392,Big Talk Productions
4000000,30039392,StudioCanal
4000000,30039392,Film4
4000000,30039392,Working Title Films
4000000,30039392,WT2 Productions
4000000,30039392,De Wolfe Music
4000000,30039392,Inside Track 2
1600000,54e5,RKO Radio Pictures
10000000,103166989,Miramax Films
10000000,103166989,Tapestry Films
10000000,103166989,FilmColony
3500000,9482579,Fox Searchlight Pictures
25000000,5778353,Columbia Pictures Corporation
25000000,5778353,Delphi II Productions
25000000,5778353,Colgems Productions Ltd.
61000000,95696996,Paramount Pictures
61000000,95696996,Di Bonaventura Pictures
61000000,95696996,Grosvenor Park Impact Productions
3000000,302204,Arts Council of England
3000000,302204,National Lottery
3000000,302204,Gruber Bros.
3000000,302204,Tomboy Films
3000000,302204,Winchester Multimedia PLC
10284523,11588205,Epsilon Motion Pictures
10284523,11588205,Hyde Park Films
10284523,11588205,Shopgirl
10284523,11588205,Touchstone Pictures
2000000,5179037,Fortissimo Films
2000000,5179037,Process Productions
2000000,5179037,Q Television
2300000,11e6,Metro-Goldwyn-Mayer (MGM)
8000000,2275557,Original Pictures
8000000,2275557,Warner Bros.
45000000,20350754,United Artists
45000000,20350754,Le Studio Canal+
45000000,20350754,Carolco Pictures
60000000,484409218,DreamWorks SKG
60000000,484409218,Pacific Data Images (PDI)
60000000,484409218,DreamWorks Animation
150000000,919838758,DreamWorks SKG
150000000,919838758,Pacific Data Images (PDI)
150000000,919838758,DreamWorks Animation
160000000,798958165,DreamWorks SKG
160000000,798958165,DreamWorks Animation
9000000,24538513,The Weinstein Company
16000000,109502303,Fox Searchlight Pictures
16000000,109502303,Michael London Productions
16000000,109502303,Sideways Productions Inc.
72000000,408247917,"Kennedy/Marshall Company, The"
72000000,408247917,Touchstone Pictures
72000000,408247917,Blinding Edge Pictures
50000000,97607453,Silent Hill DCP Inc.
50000000,97607453,Davis-Films
50000000,97607453,TriStar Pictures
50000000,97607453,Konami
20000000,18253415,Caravan Pictures
20000000,18253415,Hollywood Pictures
6000000,4398989,New Regency Pictures
6000000,4398989,Taurus Film
6000000,4398989,Polar Entertainment Corporation
60000000,26288320,DreamWorks Animation
2540800,72e5,Metro-Goldwyn-Mayer (MGM)
70000000,164e6,Caravan Pictures
70000000,164e6,Roger Birnbaum Productions
70000000,164e6,Northern Lights Entertainment
70000000,164e6,Touchstone Pictures
2000000,124494,HSX Films
70000000,57958696,Paramount Pictures
70000000,57958696,Natural Nylon Entertainment
70000000,57958696,Riff Raff Film Productions
70000000,57958696,Filmauro
70000000,57958696,Blue Flower Productions
70000000,57958696,Brooklyn Films II
35000000,86369815,Walt Disney Pictures
35000000,86369815,Gunn Films
35000000,86369815,Max Stronghold Productions Inc.
14000000,6413915,Sony Pictures
14000000,6413915,Screen Gems
2000000,18344729,Rollins-Joffe Productions
44000000,165615285,Propaganda Films
44000000,165615285,Warner Bros.
44000000,165615285,Baltimore Pictures
6000000,58e6,Paramount Pictures
6000000,58e6,Miramax Films
6000000,58e6,Intermedia Films
6000000,58e6,Mirage Enterprises
1000000,24475416,Miramax Films
15000000,377910544,Fox Searchlight Pictures
15000000,377910544,Celador Films
15000000,377910544,Warner Bros.
15000000,377910544,Film4
40000000,54682547,Universal Pictures
40000000,54682547,Amblin Entertainment
40000000,54682547,DreamWorks Pictures
17000000,57103895,Universal Pictures
17000000,57103895,StudioCanal
17000000,57103895,Relativity Media
17000000,57103895,Scion Films
17000000,57103895,Working Title Films
73000000,103891409,Paramount Pictures
73000000,103891409,DeBart
73000000,103891409,Touchstone Pictures
73000000,103891409,Mel's Cite du Cinema
33000000,62022014,New Line Cinema
35000000,42930462,Front Street Productions
35000000,42930462,Participant Media
35000000,42930462,Imagenation Abu Dhabi FZ
35000000,42930462,Exclusive Media Group
35000000,42930462,Spitfire Pictures
75000000,14567883,Impact Pictures
75000000,14567883,Jerry Weintraub Productions
75000000,14567883,Warner Bros.
75000000,14567883,Morgan Creek Productions
2883848,25e6,The Mirisch Corporation
2883848,25e6,Ashton Productions
80000000,266728738,Columbia Pictures Corporation
80000000,266728738,Waverly Films
80000000,266728738,Warner Bros.
22000000,12e6,Paramount Pictures
22000000,12e6,Universal Pictures
22000000,12e6,Film Properties International N.V.
16000000,14822346,Metro-Goldwyn-Mayer (MGM)
17000000,374743,Universal Pictures
17000000,374743,Destination Films
17000000,374743,Persistent Entertainment
17000000,374743,Wild Bunch
17000000,374743,Cherry Road Films LLC
17000000,374743,MHF Zweite Academy Film
17000000,374743,Darko Entertainment
17000000,374743,Academy Films
17000000,374743,Eden Roc Productions
37000000,63800345,Starz Media
37000000,63800345,Starz Animation
37000000,63800345,Odyssey Entertainment
37000000,63800345,Studiopolis
37000000,63800345,Vanguard Animation
65000000,128884132,Village Roadshow Pictures
65000000,128884132,Malpaso Productions
65000000,128884132,Mad Chance
65000000,128884132,Warner Bros.
65000000,128884132,Clipsal Films
65000000,128884132,Digital Image Associates
80000000,2502e5,Warner Bros. Family Entertainment
80000000,2502e5,Northern Lights Entertainment
80000000,2502e5,Courtside Seats Productions
22700000,38119483,Brooksfilms Ltd.
22700000,38119483,Metro-Goldwyn-Mayer (MGM)
3000000,15369573,Touchstone Pictures
3000000,15369573,Silver Screen Partners IV
80000000,55041367,Gracie Films
80000000,55041367,Columbia Pictures Corporation
40000000,87840042,New Line Cinema
40000000,87840042,Pull Down Your Pants Pictures
40000000,87840042,Todd McFarlane Entertainment
35000000,113374103,Metro-Goldwyn-Mayer (MGM)
30000000,350448145,Twentieth Century Fox Film Corporation
160000000,164508066,Twentieth Century Fox Film Corporation
160000000,164508066,Blue Tulip Productions
120000000,93945766,Village Roadshow Pictures
120000000,93945766,Studio Babelsberg
120000000,93945766,Anarchos Productions
120000000,93945766,Silver Pictures
120000000,93945766,Warner Bros.
120000000,93945766,Velocity Productions
1500000,7e6,Selznick International Pictures
75000000,131e5,Punch Productions
75000000,131e5,Warner Bros.
75000000,131e5,Baltimore Pictures
75000000,131e5,Constant c Productions
25000000,1e8,Columbia Pictures Corporation
258000000,890871626,Columbia Pictures
258000000,890871626,Laura Ziskin Productions
258000000,890871626,Marvel Enterprises
80000000,122563539,DreamWorks SKG
80000000,122563539,DreamWorks Animation
8000000,69821334,Touchstone Pictures
92000000,143049560,Universal Pictures
92000000,143049560,Metropolitan Filmexport
92000000,143049560,Toho-Towa
92000000,143049560,Red Wagon Productions
92000000,143049560,Beacon Communications
92000000,143049560,Kalima Productions GmbH & Co. KG
8000000,52287414,Columbia Pictures
8000000,52287414,Act III Communications
8000000,52287414,The Body
8000000,52287414,Act III
150000000,385680446,Paramount Pictures
150000000,385680446,Spyglass Entertainment
150000000,385680446,Bad Robot
150000000,385680446,MavroCine Pictures GmbH & Co. KG
18000000,87e6,Paramount Pictures
24000000,133e6,Paramount Pictures
30000000,702e5,Paramount Pictures
27000000,969e5,Paramount Pictures
46000000,15e7,Paramount Pictures
46000000,15e7,Digital Image Associates
38000000,12e7,Paramount Pictures
70000000,118e6,Paramount Pictures
60000000,67312826,Paramount Pictures
35000000,139e6,Paramount Pictures
11000000,775398007,Lucasfilm
11000000,775398007,Twentieth Century Fox Film Corporation
120000000,649398328,Lucasfilm
113000000,85e7,Lucasfilm
70000000,135560026,Paramount Pictures
70000000,135560026,Ingenious Film Partners
70000000,135560026,Di Bonaventura Pictures
70000000,135560026,Marv Films
70000000,135560026,Vaughn Productions
105000000,121214377,TriStar Pictures
105000000,121214377,Touchstone Pictures
105000000,121214377,Big Bug Pictures
60000000,170268750,Weed Road Pictures
60000000,170268750,Warner Bros.
60000000,170268750,Dimension Films
60000000,170268750,Red Hour Films
60000000,170268750,AR-TL
9000000,27105095,Spyglass Entertainment
9000000,27105095,Hollywood Pictures
9000000,27105095,Endgame Entertainment
9000000,27105095,Wonderland Sound and Vision
135000000,76932943,Laura Ziskin Productions
135000000,76932943,Original Film
135000000,76932943,Columbia Pictures Corporation
135000000,76932943,Phoenix Pictures
135000000,76932943,AFG Talons Productions
65000000,128107642,Columbia Pictures
65000000,128107642,Mosaic Media Group
65000000,128107642,Gary Sanchez Productions
65000000,128107642,Relativity Media
65000000,128107642,Apatow Productions
12000000,114194847,Summit Entertainment
12000000,114194847,Offspring Entertainment
12000000,114194847,Touchstone Pictures
12000000,114194847,Eketahuna LLC
23000000,150816700,Summit Entertainment
23000000,150816700,Offspring Entertainment
23000000,150816700,Touchstone Pictures
29000000,50041732,FGM Entertainment
29000000,50041732,Metro-Goldwyn-Mayer (MGM)
12000000,21133087,Artisan Entertainment
13000000,75511123,Rainforest Films
13500000,187674,Centropolis Entertainment
13500000,187674,Mel's Cite du Cinema
25000000,11207130,Paramount Pictures
25000000,11207130,Scott Rudin Productions
25000000,11207130,MTV Films
25000000,11207130,Peirce Pictures
40000000,23937870,Isle of Man Film
40000000,23937870,"Weinstein Company, The"
40000000,23937870,Samuelson Productions
30000000,53653224,Mandate Pictures
30000000,53653224,Three Strange Angels
25000000,10324441,Battleplan Productions
35000000,99423521,Universal Pictures
35000000,99423521,Capcom
20000000,65569869,Fox Searchlight Pictures
20000000,65569869,Regency Enterprises
20000000,65569869,Dune Entertainment III
20000000,65569869,Emmett/Furla Films
10000000,853e5,Columbia Pictures Industries
50000000,113309743,Columbia Pictures
50000000,113309743,Castle Rock Entertainment
120000000,169956806,Columbia Pictures
120000000,169956806,Sony Pictures Entertainment
2000000,390659,Gaumont
34000000,19693891,Tollin/Robbins Productions
34000000,19693891,Warner Bros.
5000000,16174377,Back Lot Pictures
5000000,16174377,Overture Films
5000000,16174377,Big Beach Films
3000000,18492362,Fox Searchlight Pictures
3000000,18492362,Broken Lizard Industries
20000000,121463226,Columbia Pictures
20000000,121463226,Apatow Productions
35000000,25871834,Dimension Films
55000000,300218018,Warner Bros.
55000000,300218018,Dovemead Films
55000000,300218018,Film Export A.G.
54000000,190458706,Warner Bros.
54000000,190458706,Dovemead Films
54000000,190458706,Film Export A.G.
39000000,75850624,Warner Bros.
39000000,75850624,Dovemead Films
39000000,75850624,Cantharus Productions
17000000,193e5,Cannon Films
17000000,193e5,Warner Bros.
17000000,193e5,London-Cannon Films
17000000,193e5,Golan-Globus Productions
270000000,391081192,DC Comics
270000000,391081192,Legendary Pictures
270000000,391081192,Warner Bros.
270000000,391081192,Bad Hat Harry Productions
90000000,14828081,United Artists
90000000,14828081,Metro-Goldwyn-Mayer (MGM)
90000000,14828081,Hammerhead Productions
90000000,14828081,Screenland Pictures
85000000,149044513,Columbia Pictures
85000000,149044513,Sony Pictures Animation
27000000,13e6,Paramount Pictures
27000000,13e6,Cruise/Wagner Productions
27000000,13e6,Lakeshore Entertainment
27000000,13e6,Intermedia Films
30000000,180622424,Touchstone Pictures
40000000,65754228,Bel Air Entertainment
40000000,65754228,Warner Bros.
10000000,598645,Screen Gems
10000000,598645,SKA Films
10000000,598645,Codi S.p.a.
8500000,34411240,Twentieth Century Fox Film Corporation
8500000,34411240,Greenestreet Films
8500000,34411240,Cobalt Media Group
8500000,34411240,Furthur Films
8500000,34411240,Forrest Films
7800000,22441323,France 2 Cinéma
7800000,22441323,Canal Plus
7800000,22441323,Fidélité Productions
7800000,22441323,Gimages
7800000,22441323,FOZ
7800000,22441323,Headforce Ltd.
21000000,176e5,Touchstone Pictures
200000,4505922,Miramax Films
200000,4505922,Independent Pictures (II)
200000,4505922,The Alfred Shay Company Inc.
37000000,6482195,Paramount Pictures
37000000,6482195,Pacific Western
37000000,6482195,Rysher Entertainment
102000000,147080413,Village Roadshow Pictures
102000000,147080413,NPV Entertainment
102000000,147080413,Silver Pictures
102000000,147080413,Warner Bros.
102000000,147080413,Jonathan Krane Group
16500000,13620075,Morgan Creek Productions
16500000,13620075,Clifford Werber Productions
16500000,13620075,SW7D Productions
50000000,94e6,Section Eight
50000000,94e6,Warner Bros.
50000000,94e6,Participant Media
50000000,94e6,FilmWorks
50000000,94e6,4M
50000000,94e6,MID Foundation
150000,2891288,IFC Productions
150000,2891288,InDigEnt (Independent Digital Entertainment)
150000,2891288,Miramax
150000,2891288,Dolly Hall Productions
30000000,34742066,New Line Cinema
30000000,34742066,Tiara Blu Films
25000000,226830568,Twentieth Century Fox Film Corporation
25000000,226830568,M6 Films
25000000,226830568,Canal+
25000000,226830568,TPS Star
25000000,226830568,Grive Productions
25000000,226830568,EuropaCorp
25000000,226830568,M6
25000000,226830568,Wintergreen Productions
25000000,226830568,All Pictures Media
6000000,12e6,40 Acres & A Mule Filmworks
6000000,12e6,Savoy Pictures
4000000,3468572,Cineplex-Odeon Films
4000000,3468572,Ten-Four Productions
72500000,162966177,Columbia Pictures
72500000,162966177,Apatow Productions
55000000,63408614,Warner Bros.
25000000,4064495,Trilogy Entertainment Group
1300000,28262574,Columbia Pictures Corporation
1300000,28262574,Italo/Judeo Productions
1300000,28262574,Bill/Phillips
1000000,274661,Jigsaw Productions
12000000,21001563,Medusa Produzione
12000000,21001563,Cattleya
12000000,21001563,Cineritmo
12000000,21001563,Film and General Productions
32000000,50907422,Paramount Pictures
32000000,50907422,Scott Rudin Productions
70000000,85632458,Columbia Pictures
70000000,85632458,Revolution Studios
70000000,85632458,Cheyenne Enterprises
70000000,85632458,Michael Lobell Productions
125000000,4772e5,Paramount Pictures
125000000,4772e5,Nickelodeon Movies
125000000,4772e5,Platinum Dunes
25000000,78e6,New Line Cinema
25000000,78e6,Golden Harvest Company
21000000,42e6,New Line Cinema
21000000,42e6,Golden Harvest Pictures
21000000,42e6,Clearwater Holdings Limited
100000000,52e7,Lightstorm Entertainment
100000000,52e7,Pacific Western
100000000,52e7,Canal+
100000000,52e7,Carolco Pictures
100000000,52e7,T2 Productions
200000000,435e6,Columbia Pictures
