budget,revenue,company
27000000,21148829,Mindhunters (UK) Limited
27000000,21148829,Mindhunters Productie BV
27000000,21148829,Tonna Oy
27000000,21148829,Outlaw Victoria Productions Inc.
102000000,358372926,DreamWorks SKG
102000000,358372926,Cruise/Wagner Productions
102000000,358372926,Amblin Entertainment
102000000,358372926,Twentieth Century Fox Film Corporation
102000000,358372926,Blue Tulip Productions
102000000,358372926,Ronald Shusett/Gary Goldman
102000000,358372926,Digital Image Associates
28000000,64445708,Walt Disney
45000000,9323833,Rai Cinema
45000000,9323833,40 Acres & A Mule Filmworks
45000000,9323833,Touchstone Pictures
45000000,9323833,On My Own
35000000,72436439,Regency Enterprises
35000000,72436439,Castel Film Romania
35000000,72436439,ASAF
35000000,72436439,New Regency Pictures
35000000,72436439,Luna Pictures
45000000,212e6,Village Roadshow Pictures
45000000,212e6,Castle Rock Entertainment
45000000,212e6,NPV Entertainment
45000000,212e6,Fortis Films
5500000,5e6,Maipo Film- og TV Produksjon
30000000,35078241,BBC Films
80000000,457696359,Paramount Pictures
80000000,457696359,Cruise/Wagner Productions
150000000,397850012,Paramount Pictures
150000000,397850012,Cruise/Wagner Productions
150000000,397850012,Studio Babelsberg
150000000,397850012,MI 3 Film
150000000,397850012,China Film Co-Production Corporation
150000000,397850012,China Film Group Corporation (CFGC)
150000000,397850012,The Fourth Production Company Film Group
10000000,16153593,Universal Pictures
10000000,16153593,40 Acres & A Mule Filmworks
4500000,104e5,Warner Bros.
4500000,104e5,Moulin Productions Inc.
1,85e5,United Artists
1,85e5,Charles Chaplin Productions
60000000,35431113,Columbia Pictures
75000000,5409517,Twentieth Century Fox Film Corporation
75000000,5409517,1492 Pictures
75000000,5409517,Twitching Image Studio
8000000,60378584,Newmarket Films
75000000,140175006,Columbia Pictures
75000000,140175006,Amblin Entertainment
75000000,140175006,Sony Pictures Animation
75000000,140175006,Sony Pictures Entertainment
75000000,140175006,ImageMovers
43000000,154749918,New Line Cinema
43000000,154749918,Spring Creek Productions
43000000,154749918,BenderSpink
43000000,154749918,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG
4000000,44909486,Lions Gate Films
4000000,44909486,Lee Daniels Entertainment
115000000,562816256,Walt Disney Pictures
115000000,562816256,Pixar Animation Studios
400000,5028948,Python (Monty) Pictures Limited
400000,5028948,Michael White Productions
400000,5028948,National Film Trustee Company
400000,5028948,Twickenham Film Studios
21000000,10011050,Punch Productions
21000000,10011050,Touchstone Pictures
21000000,10011050,Hyde Park Entertainment
21000000,10011050,Reveal Entertainment
21000000,10011050,Gran Via
34000000,210308099,United Artists
34000000,210308099,Eon Productions
18000000,122195920,New Line Cinema
18000000,122195920,Threshold Entertainment
30000000,51376861,New Line Cinema
30000000,51376861,Threshold Entertainment
52500000,179213434,Bazmark Films
52500000,179213434,Twentieth Century Fox Film Corporation
110000000,478207520,Weed Road Pictures
110000000,478207520,Summit Entertainment
110000000,478207520,Regency Enterprises
110000000,478207520,Epsilon Motion Pictures
110000000,478207520,New Regency Pictures
25000000,229736344,Tiger Aspect Productions
25000000,229736344,Working Title Films
50000000,171269535,New Line Cinema
50000000,171269535,Columbia Pictures Corporation
50000000,171269535,Out of the Blue... Entertainment
50000000,171269535,Happy Madison Productions
1500000,96e5,Columbia Pictures
25000000,441286195,Twentieth Century Fox Film Corporation
25000000,441286195,Blue Wolf
25000000,1007e4,TriStar Pictures
90000000,304320254,Walt Disney Pictures
90000000,304320254,Walt Disney Feature Animation
70000000,130358911,DreamWorks SKG
70000000,130358911,Universal Pictures
70000000,130358911,Amblin Entertainment
70000000,130358911,Peninsula Films
70000000,130358911,Alliance Atlantis Communications
70000000,130358911,"Kennedy/Marshall Company, The"
70000000,130358911,Barry Mendel Productions
24000000,16290976,Columbia Pictures
24000000,16290976,"Jim Henson Company, The"
300000,1750211,Thinkfilm
40000000,145896422,Village Roadshow Pictures
40000000,145896422,Castle Rock Entertainment
40000000,145896422,Reserve Room
40000000,145896422,Flower Films (II)
30000000,58405313,Team Todd
30000000,58405313,Warner Bros.
30000000,58405313,Ubu Productions
860000,2451545,Channel Four Films
860000,2451545,Working Title Films
860000,2451545,SAF Productions
20000000,36620508,Lionsgate
20000000,36620508,New Wave Entertainment
20000000,36620508,Management 360
20000000,36620508,Terra Firma Films
20000000,36620508,Superfinger Entertainment
38000000,299288605,TriStar Pictures
5000000,368744044,Home Box Office (HBO)
5000000,368744044,Playtone
5000000,368744044,Gold Circle Films
5000000,368744044,Ontario Film Development Corporation
5000000,368744044,MPH Entertainment Productions
15000000,100734718,Lionsgate
10000000,21786738,Block 2 Pictures
10000000,21786738,Jet Tone Production
10000000,21786738,StudioCanal
10000000,21786738,Lou Yi Inc.
11000000,64088552,Twentieth Century Fox Film Corporation
11000000,64088552,Palo Vista Productions
11000000,64088552,Peter V. Miller Investment Corp.
17000000,72070731,Warner Bros.
1500000,173066,Dark Horse Entertainment
1500000,173066,Image Entertainment
68000000,29762011,Universal Pictures
68000000,29762011,Dark Horse Entertainment
68000000,29762011,Golar Productions
28000000,8888143,Hollywood Pictures
25000000,156822020,Village Roadshow Pictures
25000000,156822020,Malpaso Productions
25000000,156822020,NPV Entertainment
25000000,156822020,Warner Bros.
32000000,80197993,Paramount Pictures
32000000,80197993,Nickelodeon Movies
32000000,80197993,Black & White Productions
25000000,122489822,Universal Pictures
25000000,122489822,Three Strange Angels
25000000,122489822,Studio Canal
25000000,122489822,Metro-Goldwyn-Mayer (MGM)
25000000,122489822,Working Title Films
25000000,122489822,Nanny McPhee Productions
400000,46118097,Paramount Pictures
400000,46118097,Fox Searchlight Pictures
400000,46118097,MTV Films
400000,46118097,Access Films
400000,46118097,Napoleon Pictures Limited
400000,46118097,Carnival Films
6500000,12633747,Paramount Pictures
6500000,12633747,Lions Gate Films
6500000,12633747,Cruise/Wagner Productions
3800000,23689877,United Artists
3800000,23689877,Metro-Goldwyn-Mayer (MGM)
20000000,41627431,Summit Entertainment
20000000,41627431,Mandalay Pictures
20000000,41627431,Baumgarten Management and Productions (BMP)
36000000,16e7,PSO International
36000000,16e7,TaliaFilm II Productions
36000000,16e7,Woodcote
14000000,18090181,New Line Cinema
11000000,59827328,New Line Cinema
1250000,85e5,Twentieth Century Fox Film Corporation
9000000,32973937,Columbia Pictures
9000000,32973937,Mandate Pictures
9000000,32973937,Depth of Field
9000000,32973937,Screen Gems
110000000,574480841,Ingenious Film Partners
110000000,574480841,Twentieth Century Fox Film Corporation
110000000,574480841,1492 Pictures
110000000,574480841,21 Laps Entertainment
114000,3e7,Laurel Group
114000,3e7,Off Color Films
114000,3e7,Image Ten
114000,3e7,Market Square Productions
5000000,19905359,Universal Pictures
5000000,19905359,Martin Poll Productions
5000000,19905359,The Production Company
37000000,100076342,Walden Media
17000000,6735922,Metro-Goldwyn-Mayer (MGM)
17000000,6735922,Producers Sales Organization (PSO)
17000000,6735922,Jonesfilm
17000000,6735922,Galactic Films
17000000,6735922,Triple Ajaxxx
40000000,60462347,Studio Babelsberg
40000000,60462347,Anarchos Productions
40000000,60462347,Legendary Pictures
40000000,60462347,Dark Castle Entertainment
40000000,60462347,Silver Pictures
40000000,60462347,Warner Bros.
40000000,60462347,Medienboard Berlin-Brandenburg
40000000,60462347,Deutsche Filmförderfonds (DFFF)
40000000,60462347,Rocklock Films
44000000,13681765,Hollywood Pictures
44000000,13681765,Cinergi Pictures Entertainment
25000000,1716e5,Miramax Films
25000000,1716e5,Scott Rudin Productions
25000000,1716e5,Paramount Vantage
25000000,1716e5,Mike Zoss Productions
5000000,54418872,Bold Films
5000000,54418872,Living Films
5000000,54418872,Brothers Dowdle Productions
13200000,53830415,Will Packer Productions
28000000,92601050,Village Roadshow Pictures
28000000,92601050,Castle Rock Entertainment
28000000,92601050,Warner Bros.
28000000,92601050,Storefront Pictures
28000000,92601050,WV Films III
35000000,25224242,Warner Bros.
35000000,25224242,Participant Media
35000000,25224242,Nick Wechsler Productions
16000000,66468332,Original Film
16000000,66468332,Columbia Pictures Corporation
16000000,66468332,Neal H. Moritz Productions
15000000,49469904,Fox Searchlight Pictures
15000000,49469904,Scott Rudin Productions
15000000,49469904,DNA Films
15000000,49469904,BBC Films
15000000,49469904,Ingenious Film Partners
15000000,49469904,UK Film Council
42000000,363889678,Bookshop Productions
42000000,363889678,Notting Hill Pictures
42000000,363889678,Working Title Films
42000000,363889678,Polygram Filmed Entertainment
6000000,2025238,Numb Gums Production Inc.
84000000,123307945,Imagine Entertainment
84000000,123307945,Universal Pictures
26000000,71868327,Universal Pictures
26000000,71868327,Mike Zoss Productions
26000000,71868327,Studio Canal
26000000,71868327,Touchstone Pictures
26000000,71868327,Working Title Films
85000000,450717150,Village Roadshow Pictures
85000000,450717150,Section Eight
85000000,450717150,NPV Entertainment
85000000,450717150,Jerry Weintraub Productions
85000000,450717150,Warner Bros.
85000000,450717150,WV Films II
85000000,311312624,Village Roadshow Pictures
85000000,311312624,Section Eight
85000000,311312624,Jerry Weintraub Productions
85000000,311312624,Warner Bros.
110000000,362744280,Village Roadshow Pictures
110000000,362744280,Section Eight
110000000,362744280,Jerry Weintraub Productions
110000000,362744280,Warner Bros.
110000000,362744280,WV Films III
27500000,1875e5,Eon Productions
10000000,12827813,Twentieth Century Fox Film Corporation
10000000,12827813,Cubicle Inc.
24000000,87055349,DreamWorks SKG
24000000,87055349,The Montecito Picture Company
10000000,37402877,Columbia Pictures Corporation
10000000,37402877,Warwick Film Productions
10000000,37402877,Romulus Films
50000000,49e6,Warner Bros.
6500000,81974493,United Artists
6500000,81974493,Eon Productions
6500000,81974493,Danjaq
910000,96e5,Columbia Pictures
910000,96e5,Horizon Pictures
160000,20710513,Summit Entertainment
160000,20710513,Samson Films
160000,20710513,RTE
29000000,98185582,Columbia Pictures Corporation
29000000,98185582,Dimension Films
29000000,98185582,Troublemaker Studios
3000000,108981275,United Artists
3000000,108981275,Fantasy Films
3000000,108981275,Warner Bros.
20000000,13391174,Gener8Xion Entertainment
6000000,3283371,Davis Films
6000000,3283371,Freestone Pictures
22000000,68296293,Tig Productions
22000000,68296293,Touchstone Pictures
22000000,68296293,Beacon Pictures
22000000,68296293,Cobalt Media Group
85000000,197309027,Sony Pictures Animation
130000,54667954,Plunge Pictures LLC
42000000,35402320,Metro-Goldwyn-Mayer (MGM)
75000000,13596911,Conundrum Entertainment
75000000,13596911,Warner Bros. Animation
75000000,13596911,Warner Bros.
24000000,14782676,Spyglass Entertainment
24000000,14782676,Donners' Company
24000000,14782676,Epsilon Motion Pictures
24000000,14782676,Touchstone Pictures
31000000,128499205,Universal Pictures
31000000,128499205,Mirage Entertainment
48000000,77745568,Universal Pictures
48000000,77745568,Jersey Films
50000000,189859560,Kopelson Entertainment
50000000,189859560,Punch Productions
50000000,189859560,Warner Bros.
50000000,189859560,Arnold Kopelson Productions
7000000,7292175,Miramax Films
7000000,7292175,Eagle Beach Productions
80000000,343397247,Pacific Data Images (PDI)
80000000,343397247,DreamWorks Animation
20000000,31678778,Paramount Pictures
20000000,31678778,Malpaso Productions
20000000,31678778,Alan Jay Lerner Productions
48000000,196397415,Hofflund/Polone
48000000,196397415,Indelible Productions
20000000,16605763,Icon Productions
20000000,16605763,Twentieth Century Fox Film Corporation
20000000,16605763,Icon Entertainment International
13000000,4857367,Filmazure
13000000,4857367,Pirol Stiftung
13000000,4857367,Victoires International
5000000,742898,ContentFilm
4638783,11e6,Metro-Goldwyn-Mayer (MGM)
50000000,202292902,Universal Pictures
50000000,202292902,Bungalow 78 Productions
50000000,202292902,Blue Wolf
50000000,202292902,Farrell/Minoff
45000000,178051587,Paramount Pictures
45000000,178051587,Mace Neufeld Productions
12000000,898e5,Twentieth Century Fox Film Corporation
26000000,183293131,Columbia Pictures
26000000,183293131,Happy Madison Productions
26000000,183293131,Relativity Media
26000000,183293131,Hey Eddie
40000000,55707411,Bel Air Entertainment
40000000,55707411,Warner Bros.
90000000,161626121,Paramount Pictures
90000000,161626121,Icon Entertainment International
60000000,96269812,Paramount Pictures
60000000,96269812,DreamWorks SKG
60000000,96269812,Davis Entertainment
60000000,96269812,Lion Rock Productions
60000000,96269812,Province of British Columbia Film Incentive BC
60000000,96269812,Solomon/Hackett Productions
9000000,4350774,Paul Schiff Productions
140000000,449220945,Jerry Bruckheimer Films
140000000,449220945,Touchstone Pictures
18000000,41382841,American Zoetrope
18000000,41382841,TriStar Pictures
200000,145e5,United Artists
200000,145e5,Constantin Film Produktion
200000,145e5,Jolly Film
200000,145e5,Ocean Films
50000000,132180323,Davis-Films
50000000,132180323,Nouvelles Éditions de Films (NEF)
50000000,132180323,Rising Star
50000000,132180323,VIP Medienfonds 4
50000000,132180323,Ikiru Films
50000000,132180323,Constantin Film Produktion
50000000,132180323,Castelao Producciones
11500000,57469467,Paramount Pictures
65000000,143695338,Walt Disney Pictures
65000000,143695338,Walt Disney Studios Motion Pictures
3000000,7282851,Universal Pictures
3000000,7282851,Spacegate Productions
3000000,7282851,Starway International Inc.
32000000,152036382,Touchstone Pictures
26000000,206678440,TriStar Pictures
26000000,206678440,Clinica Estetico
13000000,97837138,Fox 2000 Pictures
60000,3221152,Truth and Soul Pictures Inc
60000,3221152,Protozoa Pictures
60000,3221152,Harvest Filmworks
60000,3221152,Plantain Films
12000,6e6,Dreamland Productions
2600000,843e5,RKO Radio Pictures
2600000,843e5,Walt Disney Productions
300000000,961e6,Walt Disney Pictures
300000000,961e6,Jerry Bruckheimer Films
300000000,961e6,Second Mate Productions
200000000,1065659812,Walt Disney Pictures
200000000,1065659812,Jerry Bruckheimer Films
200000000,1065659812,Second Mate Productions
140000000,655011224,Walt Disney Pictures
140000000,655011224,Jerry Bruckheimer Films
23000000,53187659,Interscope Communications
100000000,362211740,Twentieth Century Fox Film Corporation
100000000,362211740,Tim Burton Productions
100000000,362211740,"Zanuck Company, The"
6000000,138530565,Orion Pictures
6000000,138530565,Hemdale Film Corporation
24000000,8434146,Touchstone Pictures
55000000,346079773,Walt Disney Pictures
55000000,346079773,Walt Disney Feature Animation
2900000,5e6,Franton Production
14000000,27515786,Columbia Pictures
105000000,133718711,Studio Babelsberg
105000000,133718711,Alcon Entertainment
105000000,133718711,DMG Entertainment
105000000,133718711,Ehman Productions
4500000,146198896,Warner Bros.
4500000,146198896,The Ladd Company
10700000,1222e5,SLM Production Group
10700000,1222e5,Metro-Goldwyn-Mayer (MGM)
10500000,14144e3,Metro-Goldwyn-Mayer (MGM)
4000000,125728258,Melvin Simon Productions
4000000,125728258,Astral Bellevue Pathé
160000000,181674817,Virtual Studios
160000000,181674817,Next Entertainment
160000000,181674817,Warner Bros.
160000000,181674817,Irwin Allen Productions
160000000,181674817,Radiant Productions
160000000,181674817,Synthesis Entertainment
75000000,46683377,Village Roadshow Pictures
75000000,46683377,DiNovi Pictures
75000000,46683377,Fortis Films
75000000,46683377,Warner Bros.
75000000,46683377,Stargate Studios
18000000,98235548,Twentieth Century Fox Film Corporation
18000000,98235548,Lawrence Gordon Productions
18000000,98235548,Davis Entertainment
18000000,98235548,Silver Pictures
18000000,98235548,Amercent Films
18000000,98235548,American Entertainment Partners L.P.
8000000,589304,Hollywood Pictures
20000000,84146832,TriStar Pictures
20000000,84146832,Hyde Park Films
20000000,84146832,Offspring Entertainment
14000000,463e6,Touchstone Pictures
14000000,463e6,Silver Screen Partners IV
28000000,121147947,Universal Pictures
28000000,121147947,StudioCanal
28000000,121147947,Scion Films
28000000,121147947,Focus Features
28000000,121147947,Working Title Films
30000000,31148328,New Line Cinema
30000000,31148328,Solaris Film
30000000,31148328,Avery Pix
30000000,31148328,O'Connor Brothers
30000000,31148328,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG
60000000,78309131,Screen Gems
60000000,78309131,Stars Road Entertainment
60000000,78309131,Buckaroo Entertainment
60000000,78309131,Michael De Luca Productions
60000000,78309131,TOKYOPOP
7000,424760,Thinkfilm
12000000,1e8,Silver Pictures
12000000,1e8,Green Hat Films
806948,32e6,Paramount Pictures
806948,32e6,Universal Pictures
806948,32e6,Shamley Productions
80000000,214104620,Universal Pictures
80000000,214104620,Appian Way
80000000,214104620,Forward Pass
80000000,214104620,Dentsu
80000000,214104620,Relativity Media
80000000,214104620,Tribeca Productions
80000000,214104620,Misher Films
8000000,213928762,Miramax Films
8000000,213928762,A Band Apart
8000000,213928762,Jersey Films
38000000,29907685,Dimension Films
25000000,17e6,Columbia Pictures
25000000,17e6,New Line Cinema
25000000,17e6,Ghoulardi Film Company
20500000,10089373,Lionsgate
20500000,10089373,MHF Zweite Academy Film
20500000,10089373,Marvel Knights
20500000,10089373,Valhalla Motion Pictures
20500000,10089373,SGF Entertainment
20500000,10089373,Muse Entertainment
200000000,586090727,Eon Productions
12000000,40855419,Vertigo Entertainment
12000000,40855419,Screen Gems
12000000,40855419,Andale Pictures
35000000,45479110,Village Roadshow Pictures
35000000,45479110,NPV Entertainment
35000000,45479110,Warner Bros.
35000000,45479110,WV Films LLC
35000000,45479110,Material
40000000,38172500,Warner Bros.
13500000,7060876,Fox Searchlight Pictures
13500000,7060876,Industry Entertainment
13500000,7060876,Walrus & Associates
13500000,7060876,Hollywood Partners
13500000,7060876,Charenton Productions
8250000,3e7,Metro-Goldwyn-Mayer (MGM)
50000000,106303988,Walt Disney Pictures
50000000,106303988,Gunn Films
30000000,93772522,Alcon Entertainment
32000000,52277485,Revolution Studios
32000000,52277485,Tollin/Robbins Productions
35000000,4651977,Columbia Pictures
35000000,4651977,Stonebridge Entertainment
35000000,4651977,Donner/Shuler-Donner Productions
18000000,23e6,United Artists
25000000,4128e5,United Artists
25000000,4128e5,Star Partners II Ltd.
15000000,14867514,New Line Cinema
15000000,14867514,FilmEngine
15000000,14867514,Brookwell-McNamara Entertainment
15000000,14867514,ChickFlick Productions
12000000,37170057,Universal Pictures
12000000,37170057,Pacific Western
50000000,49718611,Touchstone Pictures
50000000,49718611,Beacon Pictures
50000000,49718611,Mandeville Films
63000000,189015611,TriStar Pictures
63000000,189015611,Carolco Pictures
44000000,300400432,TriStar Pictures
44000000,300400432,Carolco Pictures
64000000,74608570,Columbia Pictures
80000000,309492681,Touchstone Pictures
80000000,309492681,Brian Grazer/Scott Rudin Productions
48000000,85498534,Paramount Pictures
48000000,85498534,Fireworks Pictures
48000000,85498534,Alphaville Films
150000000,623722818,Walt Disney Pictures
150000000,623722818,Pixar Animation Studios
40000000,124731534,Universal Pictures
40000000,124731534,Bristol Bay Productions
40000000,124731534,Baldwin Entertainment Group
40000000,124731534,Anvil Films
24000000,12372410,Bel Air Entertainment
24000000,12372410,Warner Bros.
1288000,6e6,Selznick International Pictures
10000000,44460850,Walt Disney Television Animation
10000000,44460850,Disney Toon Studio
4200000,38376497,United Artists
4200000,38376497,Valkyrie Films
78000000,209196298,Universal Pictures
78000000,209196298,Metro-Goldwyn-Mayer (MGM)
26000000,57891803,DreamWorks SKG
26000000,57891803,Craven-Maddalena Films
26000000,57891803,BenderSpink
80000000,33463969,Village Roadshow Pictures
80000000,33463969,NPV Entertainment
80000000,33463969,Warner Bros.
80000000,33463969,The Canton Company
80000000,33463969,Mars Production Pty. Ltd.
3000000,9012e3,United Artists
3000000,9012e3,Monterey Productions
3000000,9012e3,Charles K. Feldman Group
5000000,782102,HDNet Films
5000000,782102,The Film Farm
60000000,43061982,The Zanuck Company
60000000,43061982,Spyglass Entertainment
60000000,43061982,World 2000 Entertainment
60000000,43061982,Touchstone Pictures
60000000,43061982,Tripod Entertainment
20000000,22222308,Columbia Pictures
20000000,22222308,Happy Madison Productions
20000000,22222308,Sunlight Productions
20000000,22222308,Relativity Media
20000000,22222308,Madison 23
42000000,32168970,Dimension Films
42000000,32168970,Marty Katz Productions
30000000,136706683,Walt Disney Pictures
30000000,136706683,Jerry Bruckheimer Films
30000000,136706683,Technical Black
30000000,136706683,Run It Up Productions Inc.
18000000,1831348,Onyx Films
18000000,1831348,Backup Films
18000000,1831348,France2 Cinéma
18000000,1831348,Centre National de la Cinématographie (CNC)
40000000,24332324,Cinergi Pictures Entertainment
40000000,24332324,Touchstone Pictures
27500000,24748670,Anonymous Content
27500000,24748670,Level 1 Entertainment
27500000,24748670,MID Foundation
10000000,20342161,Paramount Pictures
10000000,20342161,Double Feature Films
10000000,20342161,Jersey Films
10000000,20342161,Twentieth Century Fox Film Corporation
10000000,20342161,Comedy Central Films
10000000,20342161,Principato-Young Entertainment
10000000,20342161,High Sierra Carpeting
40000000,31670620,Columbia Pictures
40000000,31670620,1492 Pictures
40000000,31670620,Revolution Studios
1500000,23e5,Edge City
4500000,7390108,Artisan Entertainment
10000000,7177143,Metro-Goldwyn-Mayer (MGM)
1200000,14661007,Live Entertainment
1200000,14661007,Lionsgate
1200000,14661007,Dog Eat Dog Productions Inc.
33000000,102984862,Impact Pictures
33000000,102984862,Davis-Films
33000000,102984862,New Legacy
33000000,102984862,Constantin Film Produktion
45000000,129394835,Impact Pictures
45000000,129394835,Constantin Film Ltd.
45000000,148412065,Impact Pictures
45000000,148412065,Davis-Films
45000000,148412065,Constantin Film Produktion
45000000,148412065,Resident Evil Productions
24000000,36609995,Metro-Goldwyn-Mayer (MGM)
24000000,36609995,JLT Productions
20000000,109862682,Walt Disney Pictures
20000000,109862682,Walt Disney Television Animation
20000000,109862682,Walt Disney Animation Australia
20000000,109862682,DisneyToon Studios
20000000,109862682,Walt Disney Animation Canada
25000000,11137801,Silver Screen Partners II
25000000,11137801,Oz Productions Ltd.
11000000,2807854,Columbia Pictures Corporation
35000000,75225693,DreamWorks SKG
35000000,75225693,Scott Rudin Productions
35000000,75225693,BBC Films
35000000,75225693,Neal Street Productions
35000000,75225693,Evamere Entertainment
35000000,75225693,Goldcrest Pictures
38000000,635096,Universal Pictures
38000000,635096,Good Machine
48000000,35743308,Columbia Pictures
60000000,73174566,Grosvenor Park Media Ltd.
60000000,73174566,InVenture Entertainment
60000000,73174566,Millennium Films
60000000,73174566,Emmett/Furla Films
60000000,73174566,Nu-Image Films
15000000,30050028,United Artists
15000000,30050028,Star Partners II Ltd.
15000000,30050028,Silver Pictures
80000000,181001478,DreamWorks SKG
80000000,181001478,The Zanuck Company
80000000,181001478,Twentieth Century Fox Film Corporation
16000000,119754278,DreamWorks SKG
16000000,119754278,The Montecito Picture Company
28000000,31596911,United Artists
28000000,31596911,Talisman Productions
48000000,390493908,Warner Bros.
48000000,390493908,Morgan Creek Productions
120000000,242688965,Columbia Pictures
120000000,242688965,Strike Entertainment
120000000,242688965,Metro-Goldwyn-Mayer (MGM)
22000000,10696210,Orion Pictures
1000000,117235147,United Artists
24000000,155721132,Columbia Pictures
24000000,155721132,Revolution Studios
24000000,155721132,Rogue Marble
24000000,155721132,Metro-Goldwyn-Mayer (MGM)
160000,6706368,Warner Bros.
160000,6706368,Dog Eat Dog Films
28000000,92380927,Universal Pictures
28000000,92380927,Internationale Filmproduktion Stella-del-Süd
28000000,92380927,Relativity Media
28000000,92380927,New Regency Pictures
28000000,92380927,WideAwake
28000000,92380927,Stuber/Parent
11500000,3275585,Working Title Films
11500000,3275585,Polygram Filmed Entertainment
11500000,3275585,Hilary Henkin
25000000,91036760,Silver Pictures
25000000,91036760,Warner Bros.
55000000,41610884,United Artists
55000000,41610884,FGM Entertainment
12000000,22921898,Miramax Films
12000000,22921898,Spanky Pictures
800000,1001437,Ruby in Paradise
800000,1001437,Full Crew/Say Yea
10000000,33e6,Entertainment Films
10000000,33e6,Material Entertainment
10000000,33e6,Beech Hill Films
70000000,309457509,Paramount Pictures
70000000,309457509,Lakeshore Entertainment
70000000,309457509,Touchstone Pictures
70000000,309457509,Interscope Communications
17000000,95e5,International Production Company
17000000,95e5,True Grit Productions
17000000,95e5,Zero Gravity Management
17000000,95e5,Pierce/Williams Entertainment
12000000,6754898,TriStar Pictures
90000000,347325802,New Line Cinema
140000000,258022233,New Line Cinema
9000000,17096053,Touchstone Pictures
80000000,116643346,Original Film
80000000,116643346,Columbia Pictures Corporation
80000000,116643346,Camelot Pictures
80000000,116643346,Chris Lee Productions
80000000,116643346,Illusion Entertainment
35000000,17508518,Open Road Films
35000000,17508518,QED International
35000000,17508518,Albert S. Ruddy Productions
35000000,17508518,Crave Films
35000000,17508518,Roth Films
130000000,119269486,Paramount Pictures
130000000,119269486,Bristol Bay Productions
130000000,119269486,Baldwin Entertainment Group
130000000,119269486,Desertlands Entertainment
130000000,119269486,Mace Neufeld Productions
130000000,119269486,Kanzaman
130000000,119269486,J.K. Livin Productions
130000000,119269486,Moguletta
130000000,119269486,Sahara Productions
130000000,119269486,Babelsberg Film
1000000,78e5,Republic Pictures (I)
70000000,481840909,Paramount Pictures
70000000,481840909,DreamWorks SKG
70000000,481840909,Amblin Entertainment
70000000,481840909,Mutual Film Company
70000000,481840909,Mark Gordon Productions
22000000,19351569,Village Roadshow Pictures
22000000,19351569,NPV Entertainment
22000000,19351569,Columbia Pictures Corporation
1200000,103911669,Lions Gate Films
1200000,103911669,Twisted Pictures
1200000,103911669,Evolution Entertainment
1200000,103911669,Saw Productions Inc.
4000000,152925093,Lions Gate Films
4000000,152925093,Got Films
4000000,152925093,Twisted Pictures
4000000,152925093,Evolution Entertainment
4000000,152925093,Saw 2 Productions
10000000,163876815,Lions Gate Films
10000000,163876815,Twisted Pictures
10000000,163876815,Evolution Entertainment
10000000,139352633,Lions Gate Films
10000000,139352633,Twisted Pictures
10800000,113857533,Lionsgate
10800000,113857533,Twisted Pictures
25000000,65884703,Universal Pictures
45000000,141220678,Gold/Miller Productions
45000000,141220678,Wayans Bros. Entertainment
45000000,141220678,Dimension Films
45000000,141220678,Brad Grey Pictures
48000000,220673217,Dimension Films
48000000,220673217,Brad Grey Pictures
45000000,178262620,Dimension Films
22000000,321365567,Universal Pictures
22000000,321365567,Amblin Entertainment
20000000,17807569,Dimension Films
84000000,275650703,Atlas Entertainment
84000000,275650703,Mosaic Media Group
84000000,275650703,Warner Bros.
4000000,31584901,BBC Films
4000000,31584901,Ingenious Film Partners
4000000,31584901,Ingenious Media
4000000,31584901,Perdido Prod.
14000000,173046663,Woods Entertainment
14000000,173046663,Dimension Films
24000000,172363301,Miramax Films
24000000,172363301,Konrad Pictures
24000000,172363301,Maven Entertainment
24000000,172363301,Dimension Films
40000000,161834276,Konrad Pictures
40000000,161834276,Craven-Maddalena Films
40000000,161834276,Dimension Films
19000000,110879513,Universal Pictures Corporation
40000000,92913171,Columbia Pictures Corporation
40000000,92913171,Pariah Entertainment Group
40000000,92913171,Grand Slam Productions
40000000,92913171,Mel's Cite du Cinema
4000000,9304609,Slough Pond
4000000,9304609,double A Films
12000000,24829644,Rogue Pictures
20000000,6e7,Q Productions
20000000,6e7,Esparza / Katz Productions
16500000,135e6,Columbia Pictures Corporation
16500000,135e6,Mirage Enterprises
28000000,77516304,Miramax Films
28000000,77516304,Tapestry Films
28000000,77516304,Simon Fields Productions
39000000,38869464,Universal Pictures
39000000,38869464,Barry Mendel Productions
13000000,7820688,Savoy Pictures
13000000,7820688,Polar Entertainment
29000000,16930185,Paramount Pictures
1500000,373967,October Films
1500000,373967,USA Films
1500000,373967,Scout Productions
9000000,41590886,New Line Cinema
55000000,168167691,Columbia Pictures
55000000,168167691,Escape Artists
55000000,168167691,Relativity Media
55000000,168167691,Overbrook Entertainment
70000000,131457682,TriStar Pictures
70000000,131457682,Mandalay Entertainment
70000000,131457682,Applecross
70000000,131457682,Reperage & Vanguard Films
19000000,18755936,"Summit Entertainment, LLC"
19000000,18755936,Alloy Entertainment
19000000,18755936,Goldcrest Pictures
45000000,2154540,Hollywood Pictures
45000000,2154540,Cinergi Pictures Entertainment
8000000,8279017,Saturn Films
46000000,107196498,Paramount Pictures
46000000,107196498,Scott Rudin Productions
25000000,289317794,Miramax Films
